horizon_name,date,location,location_name,product,product_name,supplier,is_promo,campaign_type,promo_uplift,lead_time_days,purchase_price,sales_price,cost_of_ordering,minimum_delivery_batch,forecast_demand,forecast_std,observed_demand,corrected_observed_demand,actual_balance,actual_balance_value,actual_stockout_flag,mode
test_q4_2024,2024-10-25,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0161,0.1856,0.0,0.0,3.0,139.74,0,rolling
test_q4_2024,2024-10-26,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0598,0.1856,0.0,0.0,3.0,139.74,0,rolling
test_q4_2024,2024-10-27,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0161,0.1324,0.0,0.0,,,0,rolling
test_q4_2024,2024-10-28,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0161,0.1324,0.0,0.0,3.0,139.74,0,rolling
test_q4_2024,2024-10-29,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0161,0.1324,0.0,0.0,3.0,139.74,0,rolling
test_q4_2024,2024-10-30,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0598,0.1324,0.0,0.0,3.0,139.74,0,rolling
test_q4_2024,2024-10-31,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0161,0.1324,0.0,0.0,3.0,139.74,0,rolling
test_q4_2024,2024-11-01,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0161,0.1324,0.0,0.0,3.0,139.74,0,rolling
test_q4_2024,2024-11-02,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0294,0.1324,0.0,0.0,3.0,139.74,0,rolling
test_q4_2024,2024-11-03,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0294,0.1324,0.0,0.0,,,0,rolling
test_q4_2024,2024-11-04,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0294,0.1324,0.0,0.0,3.0,139.74,0,rolling
test_q4_2024,2024-11-05,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0294,0.1324,0.0,0.0,3.0,139.74,0,rolling
test_q4_2024,2024-11-06,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0732,0.1324,2.0,2.0,3.0,139.74,0,rolling
test_q4_2024,2024-11-07,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0455,0.294,0.0,0.0,1.0,46.58,0,rolling
test_q4_2024,2024-11-08,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0455,0.294,0.0,0.0,1.0,46.58,0,rolling
test_q4_2024,2024-11-09,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0455,0.294,0.0,0.0,1.0,46.58,0,rolling
test_q4_2024,2024-11-10,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0455,0.294,0.0,0.0,,,0,rolling
test_q4_2024,2024-11-11,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0455,0.294,0.0,0.0,1.0,46.58,0,rolling
test_q4_2024,2024-11-12,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0455,0.294,0.0,0.0,2.0,93.12,0,rolling
test_q4_2024,2024-11-13,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.1767,0.294,0.0,0.0,2.0,93.12,0,rolling
test_q4_2024,2024-11-14,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0455,0.294,0.0,0.0,2.0,93.12,0,rolling
test_q4_2024,2024-11-15,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0588,0.294,0.0,0.0,2.0,93.12,0,rolling
test_q4_2024,2024-11-16,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0588,0.294,0.0,0.0,2.0,93.12,0,rolling
test_q4_2024,2024-11-17,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0455,0.294,0.0,0.0,,,0,rolling
test_q4_2024,2024-11-18,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0455,0.294,0.0,0.0,2.0,93.12,0,rolling
test_q4_2024,2024-11-19,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0455,0.294,0.0,0.0,2.0,93.12,0,rolling
test_q4_2024,2024-11-20,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.1767,0.294,0.0,0.0,2.0,93.12,0,rolling
test_q4_2024,2024-11-21,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0455,0.294,0.0,0.0,2.0,93.12,0,rolling
test_q4_2024,2024-11-22,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0455,0.294,0.0,0.0,4.0,186.2,0,rolling
test_q4_2024,2024-11-23,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0455,0.294,0.0,0.0,4.0,186.2,0,rolling
test_q4_2024,2024-11-24,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0455,0.294,0.0,0.0,,,0,rolling
test_q4_2024,2024-11-25,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0455,0.294,1.0,1.0,4.0,186.2,0,rolling
test_q4_2024,2024-11-26,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0615,0.3194,0.0,0.0,3.0,139.65,0,rolling
test_q4_2024,2024-11-27,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.1928,0.3194,0.0,0.0,3.0,139.65,0,rolling
test_q4_2024,2024-11-28,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0615,0.3194,0.0,0.0,3.0,139.65,0,rolling
test_q4_2024,2024-11-29,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0615,0.3194,0.0,0.0,3.0,139.65,0,rolling
test_q4_2024,2024-11-30,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0482,0.3194,0.0,0.0,3.0,139.65,0,rolling
test_q4_2024,2024-12-01,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0482,0.3194,0.0,0.0,,,0,rolling
test_q4_2024,2024-12-02,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.092,0.3194,0.0,0.0,4.0,186.2,0,rolling
test_q4_2024,2024-12-03,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0482,0.3194,0.0,0.0,4.0,186.2,0,rolling
test_q4_2024,2024-12-04,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.1795,0.3194,0.0,0.0,4.0,186.2,0,rolling
test_q4_2024,2024-12-05,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0161,0.294,0.0,0.0,5.0,232.75,0,rolling
test_q4_2024,2024-12-06,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0294,0.294,0.0,0.0,5.0,232.75,0,rolling
test_q4_2024,2024-12-07,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0294,0.294,0.0,0.0,5.0,232.75,0,rolling
test_q4_2024,2024-12-08,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0294,0.294,0.0,0.0,,,0,rolling
test_q4_2024,2024-12-09,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0732,0.294,1.0,1.0,5.0,232.75,0,rolling
test_q4_2024,2024-12-10,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0455,0.3194,0.0,0.0,4.0,186.2,0,rolling
test_q4_2024,2024-12-11,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.133,0.3194,0.0,0.0,4.0,186.2,0,rolling
test_q4_2024,2024-12-12,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0455,0.3194,0.0,0.0,4.0,186.2,0,rolling
test_q4_2024,2024-12-13,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0455,0.3194,0.0,0.0,4.0,186.2,0,rolling
test_q4_2024,2024-12-14,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0455,0.3194,0.0,0.0,4.0,186.2,0,rolling
test_q4_2024,2024-12-15,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0455,0.3194,0.0,0.0,,,0,rolling
test_q4_2024,2024-12-16,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.133,0.3194,0.0,0.0,5.0,232.75,0,rolling
test_q4_2024,2024-12-17,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0455,0.3194,0.0,0.0,5.0,232.75,0,rolling
test_q4_2024,2024-12-18,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.133,0.3194,0.0,0.0,5.0,232.75,0,rolling
test_q4_2024,2024-12-19,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0455,0.3194,0.0,0.0,5.0,232.75,0,rolling
test_q4_2024,2024-12-20,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0455,0.3194,0.0,0.0,5.0,232.75,0,rolling
test_q4_2024,2024-12-21,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0321,0.3194,1.0,1.0,5.0,232.75,0,rolling
test_q4_2024,2024-12-22,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0482,0.3421,0.0,0.0,,,0,rolling
test_q4_2024,2024-12-23,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.1357,0.3421,0.0,0.0,4.0,186.2,0,rolling
test_q4_2024,2024-12-24,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0321,0.3421,0.0,0.0,4.0,186.2,0,rolling
test_q4_2024,2024-12-25,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.1196,0.3421,0.0,0.0,4.0,186.2,0,rolling
test_q4_2024,2024-12-26,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0321,0.3421,0.0,0.0,4.0,186.2,0,rolling
test_q4_2024,2024-12-27,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0321,0.3421,0.0,0.0,4.0,186.2,0,rolling
test_q4_2024,2024-12-28,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0759,0.3421,0.0,0.0,4.0,186.2,0,rolling
test_q4_2024,2024-12-29,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0321,0.3421,0.0,0.0,,,0,rolling
test_q4_2024,2024-12-30,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.1196,0.3421,0.0,0.0,4.0,186.2,0,rolling
test_q4_2024,2024-12-31,1314,LOJA 1314,13315,BROMELIN SUSP 100ML,33104,0,,2.5,9.0,54.34,66.14,46.54,1.0,0.0321,0.3421,0.0,0.0,5.0,232.75,0,rolling
test_q4_2024,2024-10-01,1314,LOJA 1314,1439,SORINE GTS ADULTO 30ML,334,0,,2.5,9.0,20.27,23.45,19.0,1.0,0.228,0.3809,0.0,0.0,5.0,94.85,0,rolling
test_q4_2024,2024-10-02,1314,LOJA 1314,1439,SORINE GTS ADULTO 30ML,334,0,,2.5,9.0,20.27,23.45,19.0,1.0,0.228,0.3809,0.0,0.0,5.0,94.85,0,rolling
test_q4_2024,2024-10-03,1314,LOJA 1314,1439,SORINE GTS ADULTO 30ML,334,0,,2.5,9.0,20.27,23.45,19.0,1.0,0.228,0.3809,0.0,0.0,5.0,94.85,0,rolling
test_q4_2024,2024-10-04,1314,LOJA 1314,1439,SORINE GTS ADULTO 30ML,334,0,,2.5,9.0,20.27,23.45,19.0,1.0,0.1843,0.3809,0.0,0.0,5.0,94.85,0,rolling
test_q4_2024,2024-10-05,1314,LOJA 1314,1439,SORINE GTS ADULTO 30ML,334,0,,2.5,9.0,20.27,23.45,19.0,1.0,0.1843,0.3809,1.0,1.0,5.0,94.85,0,rolling
test_q4_2024,2024-10-06,1314,LOJA 1314,1439,SORINE GTS ADULTO 30ML,334,0,,2.5,9.0,20.27,23.45,19.0,1.0,0.2879,0.3977,0.0,0.0,,,0,rolling
test_q4_2024,2024-10-07,1314,LOJA 1314,1439,SORINE GTS ADULTO 30ML,334,0,,2.5,9.0,20.27,23.45,19.0,1.0,0.3279,0.3977,0.0,0.0,4.0,75.88,0,rolling
test_q4_2024,2024-10-08,1314,LOJA 1314,1439,SORINE GTS ADULTO 30ML,334,0,,2.5,9.0,20.27,23.45,19.0,1.0,0.268,0.3977,0.0,0.0,4.0,75.88,0,rolling
test_q4_2024,2024-10-09,1314,LOJA 1314,1439,SORINE GTS ADULTO 30ML,334,0,,2.5,9.0,20.27,23.45,19.0,1.0,0.308,0.3977,2.0,2.0,4.0,75.88,0,rolling
test_q4_2024,2024-10-10,1314,LOJA 1314,1439,SORINE GTS ADULTO 30ML,334,0,,2.5,9.0,20.27,23.45,19.0,1.0,0.3241,0.467,1.0,1.0,2.0,37.94,0,rolling
test_q4_2024,2024-10-11,1314,LOJA 1314,1439,SORINE GTS ADULTO 30ML,334,0,,2.5,9.0,20.27,23.45,19.0,1.0,0.2964,0.4788,0.0,0.0,1.0,18.97,0,rolling
test_q4_2024,2024-10-12,1314,LOJA 1314,1439,SORINE GTS ADULTO 30ML,334,0,,2.5,9.0,20.27,23.45,19.0,1.0,0.2202,0.4788,0.0,0.0,1.0,18.97,0,rolling
test_q4_2024,2024-10-13,1314,LOJA 1314,1439,SORINE GTS ADULTO 30ML,334,0,,2.5,9.0,20.27,23.45,19.0,1.0,0.2639,0.4788,0.0,0.0,,,0,rolling
test_q4_2024,2024-10-14,1314,LOJA 1314,1439,SORINE GTS ADULTO 30ML,334,0,,2.5,9.0,20.27,23.45,19.0,1.0,0.2639,0.4788,0.0,0.0,2.0,37.96,0,rolling
test_q4_2024,2024-10-15,1314,LOJA 1314,1439,SORINE GTS ADULTO 30ML,334,0,,2.5,9.0,20.27,23.45,19.0,1.0,0.2041,0.4788,0.0,0.0,2.0,37.96,0,rolling
test_q4_2024,2024-10-16,1314,LOJA 1314,1439,SORINE GTS ADULTO 30ML,334,0,,2.5,9.0,20.27,23.45,19.0,1.0,0.2916,0.467,0.0,0.0,2.0,37.96,0,rolling
test_q4_2024,2024-10-17,1314,LOJA 1314,1439,SORINE GTS ADULTO 30ML,334,0,,2.5,9.0,20.27,23.45,19.0,1.0,0.2479,0.467,1.0,1.0,4.0,75.96,0,rolling
test_q4_2024,2024-10-18,1314,LOJA 1314,1439,SORINE GTS ADULTO 30ML,334,0,,2.5,9.0,20.27,23.45,19.0,1.0,0.1604,0.4788,0.0,0.0,3.0,56.97,0,rolling
test_q4_2024,2024-10-19,1314,LOJA 1314,1439,SORINE GTS ADULTO 30ML,334,0,,2.5,9.0,20.27,23.45,19.0,1.0,0.2041,0.4788,0.0,0.0,4.0,75.96,0,rolling
test_q4_2024,2024-10-20,1314,LOJA 1314,1439,SORINE GTS ADULTO 30ML,334,0,,2.5,9.0,20.27,23.45,19.0,1.0,0.2479,0.4788,0.0,0.0,,,0,rolling
test_q4_2024,2024-10-21,1314,LOJA 1314,1439,SORINE GTS ADULTO 30ML,334,0,,2.5,9.0,20.27,23.45,19.0,1.0,0.2479,0.413,0.0,0.0,4.0,75.96,0,rolling
test_q4_2024,2024-10-22,1314,LOJA 1314,1439,SORINE GTS ADULTO 30ML,334,0,,2.5,9.0,20.27,23.45,19.0,1.0,0.1204,0.413,0.0,0.0,4.0,75.96,0,rolling
test_q4_2024,2024-10-23,1314,LOJA 1314,1439,SORINE GTS ADULTO 30ML,334,0,,2.5,9.0,20.27,23.45,19.0,1.0,0.2516,0.413,0.0,0.0,4.0,75.96,0,rolling
test_q4_2024,2024-10-24,1314,LOJA 1314,1439,SORINE GTS ADULTO 30ML,334,0,,2.5,9.0,20.27,23.45,19.0,1.0,0.2116,0.413,0.0,0.0,7.0,132.93,0,rolling
test_q4_2024,2024-10-25,1314,LOJA 1314,1439,SORINE GTS ADULTO 30ML,334,0,,2.5,9.0,20.27,23.45,19.0,1.0,0.0804,0.413,0.0,0.0,7.0,132.93,0,rolling
test_q4_2024,2024-10-26,1314,LOJA 1314,1439,SORINE GTS ADULTO 30ML,334,0,,2.5,9.0,20.27,23.45,19.0,1.0,0.1241,0.413,0.0,0.0,7.0,132.93,0,rolling
test_q4_2024,2024-10-27,1314,LOJA 1314,1439,SORINE GTS ADULTO 30ML,334,0,,2.5,9.0,20.27,23.45,19.0,1.0,0.0804,0.413,0.0,0.0,,,0,rolling
test_q4_2024,2024-10-28,1314,LOJA 1314,1439,SORINE GTS ADULTO 30ML,334,0,,2.5,9.0,20.27,23.45,19.0,1.0,0.1679,0.413,0.0,0.0,7.0,132.93,0,rolling
test_q4_2024,2024-10-29,1314,LOJA 1314,1439,SORINE GTS ADULTO 30ML,334,0,,2.5,9.0,20.27,23.45,19.0,1.0,0.0937,0.413,0.0,0.0,7.0,132.93,0,rolling
test_q4_2024,2024-10-30,1314,LOJA 1314,1439,SORINE GTS ADULTO 30ML,334,0,,2.5,9.0,20.27,23.45,19.0,1.0,0.2249,0.413,0.0,0.0,7.0,132.93,0,rolling
test_q4_2024,2024-10-31,1314,LOJA 1314,1439,SORINE GTS ADULTO 30ML,334,0,,2.5,9.0,20.27,23.45,19.0,1.0,0.2249,0.413,0.0,0.0,7.0,132.93,0,rolling
test_q4_2024,2024-11-01,1314,LOJA 1314,1439,SORINE GTS ADULTO 30ML,334,0,,2.5,9.0,20.27,23.45,19.0,1.0,0.0937,0.413,0.0,0.0,7.0,132.93,0,rolling
test_q4_2024,2024-11-02,1314,LOJA 1314,1439,SORINE GTS ADULTO 30ML,334,0,,2.5,9.0,20.27,23.45,19.0,1.0,0.1374,0.413,0.0,0.0,7.0,132.93,0,rolling
test_q4_2024,2024-11-03,1314,LOJA 1314,1439,SORINE GTS ADULTO 30ML,334,0,,2.5,9.0,20.27,23.45,19.0,1.0,0.0776,0.413,0.0,0.0,,,0,rolling
test_q4_2024,2024-11-04,1314,LOJA 1314,1439,SORINE GTS ADULTO 30ML,334,0,,2.5,9.0,20.27,23.45,19.0,1.0,0.1651,0.413,0.0,0.0,7.0,132.93,0,rolling
test_q4_2024,2024-11-05,1314,LOJA 1314,1439,SORINE GTS ADULTO 30ML,334,0,,2.5,9.0,20.27,23.45,19.0,1.0,0.0776,0.3977,0.0,0.0,7.0,132.93,0,rolling
test_q4_2024,2024-11-06,1314,LOJA 1314,1439,SORINE GTS ADULTO 30ML,334,0,,2.5,9.0,20.27,23.45,19.0,1.0,0.2089,0.3977,0.0,0.0,7.0,132.93,0,rolling
test_q4_2024,2024-11-07,1314,LOJA 1314,1439,SORINE GTS ADULTO 30ML,334,0,,2.5,9.0,20.27,23.45,19.0,1.0,0.1767,0.3809,0.0,0.0,7.0,132.93,0,rolling
